#CHROM	POS	/net/bbi/vol1/data/sge-analysis/nobackup/collections/datafreeze.20250331/bam/BARD1/BARD1_X11D_R3R6_D13.bam
chr2:214728559-214728789	1	1888841
chr2:214728559-214728789	2	1891231
chr2:214728559-214728789	3	1891601
chr2:214728559-214728789	4	1891164
chr2:214728559-214728789	5	1891219
chr2:214728559-214728789	6	1889935
chr2:214728559-214728789	7	1892076
chr2:214728559-214728789	8	1892096
chr2:214728559-214728789	9	1891571
chr2:214728559-214728789	10	1891579
chr2:214728559-214728789	11	1891625
chr2:214728559-214728789	12	1891333
chr2:214728559-214728789	13	1889868
chr2:214728559-214728789	14	1892341
chr2:214728559-214728789	15	1891305
chr2:214728559-214728789	16	1891236
chr2:214728559-214728789	17	1891675
chr2:214728559-214728789	18	1890450
chr2:214728559-214728789	19	1890670
chr2:214728559-214728789	20	1892433
chr2:214728559-214728789	21	1892602
chr2:214728559-214728789	22	1892708
chr2:214728559-214728789	23	1892715
chr2:214728559-214728789	24	1892724
chr2:214728559-214728789	25	1892730
chr2:214728559-214728789	26	1892745
chr2:214728559-214728789	27	1892740
chr2:214728559-214728789	28	1892760
chr2:214728559-214728789	29	1892767
chr2:214728559-214728789	30	1892778
chr2:214728559-214728789	31	1892792
chr2:214728559-214728789	32	1892045
chr2:214728559-214728789	33	1892795
chr2:214728559-214728789	34	1892797
chr2:214728559-214728789	35	1892761
chr2:214728559-214728789	36	1892761
chr2:214728559-214728789	37	1892798
chr2:214728559-214728789	38	1892801
chr2:214728559-214728789	39	1892803
chr2:214728559-214728789	40	1892757
chr2:214728559-214728789	41	1892720
chr2:214728559-214728789	42	1892722
chr2:214728559-214728789	43	1892721
chr2:214728559-214728789	44	1892724
chr2:214728559-214728789	45	1892719
chr2:214728559-214728789	46	1892727
chr2:214728559-214728789	47	1891600
chr2:214728559-214728789	48	1892728
chr2:214728559-214728789	49	1892729
chr2:214728559-214728789	50	1892729
chr2:214728559-214728789	51	1892636
chr2:214728559-214728789	52	1892607
chr2:214728559-214728789	53	1892639
chr2:214728559-214728789	54	1892633
chr2:214728559-214728789	55	1892510
chr2:214728559-214728789	56	1892472
chr2:214728559-214728789	57	1892325
chr2:214728559-214728789	58	1892282
chr2:214728559-214728789	59	1891152
chr2:214728559-214728789	60	1890887
chr2:214728559-214728789	61	1890861
chr2:214728559-214728789	62	1890487
chr2:214728559-214728789	63	1890479
chr2:214728559-214728789	64	1889667
chr2:214728559-214728789	65	1889633
chr2:214728559-214728789	66	1889671
chr2:214728559-214728789	67	1889431
chr2:214728559-214728789	68	1889432
chr2:214728559-214728789	69	1889424
chr2:214728559-214728789	70	1889426
chr2:214728559-214728789	71	1889339
chr2:214728559-214728789	72	1889254
chr2:214728559-214728789	73	1883672
chr2:214728559-214728789	74	1883131
chr2:214728559-214728789	75	1883270
chr2:214728559-214728789	76	1884873
chr2:214728559-214728789	77	1880629
chr2:214728559-214728789	78	1875467
chr2:214728559-214728789	79	1876548
chr2:214728559-214728789	80	1878381
chr2:214728559-214728789	81	1879451
chr2:214728559-214728789	82	1878656
chr2:214728559-214728789	83	1876464
chr2:214728559-214728789	84	1876121
chr2:214728559-214728789	85	1876132
chr2:214728559-214728789	86	1877167
chr2:214728559-214728789	87	1877330
chr2:214728559-214728789	88	1877075
chr2:214728559-214728789	89	1876437
chr2:214728559-214728789	90	1876147
chr2:214728559-214728789	91	1875433
chr2:214728559-214728789	92	1873135
chr2:214728559-214728789	93	1871923
chr2:214728559-214728789	94	1872581
chr2:214728559-214728789	95	1873264
chr2:214728559-214728789	96	1872769
chr2:214728559-214728789	97	1873235
chr2:214728559-214728789	98	1873525
chr2:214728559-214728789	99	1869616
chr2:214728559-214728789	100	1873209
chr2:214728559-214728789	101	1871912
chr2:214728559-214728789	102	1869147
chr2:214728559-214728789	103	1867623
chr2:214728559-214728789	104	1870850
chr2:214728559-214728789	105	1875669
chr2:214728559-214728789	106	1871654
chr2:214728559-214728789	107	1863740
chr2:214728559-214728789	108	1867643
chr2:214728559-214728789	109	1866849
chr2:214728559-214728789	110	1870588
chr2:214728559-214728789	111	1856808
chr2:214728559-214728789	112	1862003
chr2:214728559-214728789	113	1865560
chr2:214728559-214728789	114	1878858
chr2:214728559-214728789	115	1871164
chr2:214728559-214728789	116	1870543
chr2:214728559-214728789	117	1866043
chr2:214728559-214728789	118	1868627
chr2:214728559-214728789	119	1856238
chr2:214728559-214728789	120	1859740
chr2:214728559-214728789	121	1856746
chr2:214728559-214728789	122	1864688
chr2:214728559-214728789	123	1861152
chr2:214728559-214728789	124	1862874
chr2:214728559-214728789	125	1851784
chr2:214728559-214728789	126	1849884
chr2:214728559-214728789	127	1849387
chr2:214728559-214728789	128	1852941
chr2:214728559-214728789	129	1853884
chr2:214728559-214728789	130	1842733
chr2:214728559-214728789	131	1842339
chr2:214728559-214728789	132	1843383
chr2:214728559-214728789	133	1838827
chr2:214728559-214728789	134	1834462
chr2:214728559-214728789	135	1834090
chr2:214728559-214728789	136	1803756
chr2:214728559-214728789	137	1798411
chr2:214728559-214728789	138	1784427
chr2:214728559-214728789	139	1780671
chr2:214728559-214728789	140	1789680
chr2:214728559-214728789	141	1803344
chr2:214728559-214728789	142	1805536
chr2:214728559-214728789	143	1811839
chr2:214728559-214728789	144	1824146
chr2:214728559-214728789	145	1824796
chr2:214728559-214728789	146	1827859
chr2:214728559-214728789	147	1837940
chr2:214728559-214728789	148	1844025
chr2:214728559-214728789	149	1844837
chr2:214728559-214728789	150	1847798
chr2:214728559-214728789	151	1855291
chr2:214728559-214728789	152	1859324
