#CHROM	POS	/net/bbi/vol1/data/sge-analysis/nobackup/collections/datafreeze.20250331/bam/BARD1/BARD1_X5A_R1R4_D13.bam
chr2:214769223-214769445	1	2475430
chr2:214769223-214769445	2	2489888
chr2:214769223-214769445	3	2491280
chr2:214769223-214769445	4	2494443
chr2:214769223-214769445	5	2495651
chr2:214769223-214769445	6	2491338
chr2:214769223-214769445	7	2495111
chr2:214769223-214769445	8	2494814
chr2:214769223-214769445	9	2493680
chr2:214769223-214769445	10	2497201
chr2:214769223-214769445	11	2495580
chr2:214769223-214769445	12	2497556
chr2:214769223-214769445	13	2497306
chr2:214769223-214769445	14	2489252
chr2:214769223-214769445	15	2497941
chr2:214769223-214769445	16	2491271
chr2:214769223-214769445	17	2496777
chr2:214769223-214769445	18	2497982
chr2:214769223-214769445	19	2497995
chr2:214769223-214769445	20	2498016
chr2:214769223-214769445	21	2498027
chr2:214769223-214769445	22	2498029
chr2:214769223-214769445	23	2498004
chr2:214769223-214769445	24	2498084
chr2:214769223-214769445	25	2498091
chr2:214769223-214769445	26	2498091
chr2:214769223-214769445	27	2498103
chr2:214769223-214769445	28	2498108
chr2:214769223-214769445	29	2498106
chr2:214769223-214769445	30	2498088
chr2:214769223-214769445	31	2497970
chr2:214769223-214769445	32	2497842
chr2:214769223-214769445	33	2497582
chr2:214769223-214769445	34	2497005
chr2:214769223-214769445	35	2496844
chr2:214769223-214769445	36	2496794
chr2:214769223-214769445	37	2496680
chr2:214769223-214769445	38	2496445
chr2:214769223-214769445	39	2496417
chr2:214769223-214769445	40	2496260
chr2:214769223-214769445	41	2495817
chr2:214769223-214769445	42	2495486
chr2:214769223-214769445	43	2495310
chr2:214769223-214769445	44	2494697
chr2:214769223-214769445	45	2491148
chr2:214769223-214769445	46	2485153
chr2:214769223-214769445	47	2484360
chr2:214769223-214769445	48	2484101
chr2:214769223-214769445	49	2487204
chr2:214769223-214769445	50	2483452
chr2:214769223-214769445	51	2486089
chr2:214769223-214769445	52	2484502
chr2:214769223-214769445	53	2484095
chr2:214769223-214769445	54	2480356
chr2:214769223-214769445	55	2479142
chr2:214769223-214769445	56	2475810
chr2:214769223-214769445	57	2478953
chr2:214769223-214769445	58	2476822
chr2:214769223-214769445	59	2480066
chr2:214769223-214769445	60	2476911
chr2:214769223-214769445	61	2481903
chr2:214769223-214769445	62	2465238
chr2:214769223-214769445	63	2468509
chr2:214769223-214769445	64	2376900
chr2:214769223-214769445	65	2376519
chr2:214769223-214769445	66	2374959
chr2:214769223-214769445	67	2373514
chr2:214769223-214769445	68	2372234
chr2:214769223-214769445	69	2371468
chr2:214769223-214769445	70	2371340
chr2:214769223-214769445	71	2366075
chr2:214769223-214769445	72	2360040
chr2:214769223-214769445	73	2357053
chr2:214769223-214769445	74	2356638
chr2:214769223-214769445	75	2359696
chr2:214769223-214769445	76	2368718
chr2:214769223-214769445	77	2370162
chr2:214769223-214769445	78	2463196
chr2:214769223-214769445	79	2462998
chr2:214769223-214769445	80	2462603
chr2:214769223-214769445	81	2462622
chr2:214769223-214769445	82	2462936
chr2:214769223-214769445	83	2464931
chr2:214769223-214769445	84	2469753
chr2:214769223-214769445	85	2472847
chr2:214769223-214769445	86	2479323
chr2:214769223-214769445	87	2478776
chr2:214769223-214769445	88	2480664
chr2:214769223-214769445	89	2480975
chr2:214769223-214769445	90	2482313
chr2:214769223-214769445	91	2482027
chr2:214769223-214769445	92	2482399
chr2:214769223-214769445	93	2474376
chr2:214769223-214769445	94	2475469
chr2:214769223-214769445	95	2453398
chr2:214769223-214769445	96	2471182
chr2:214769223-214769445	97	2471862
chr2:214769223-214769445	98	2483018
chr2:214769223-214769445	99	2474640
chr2:214769223-214769445	100	2475007
